timestamp,gsr_value,label
2025-11-12T13:11:40.803667,589,terhidrasi
2025-11-12T13:11:40.803797,589,terhidrasi
2025-11-12T13:11:40.803889,589,terhidrasi
2025-11-12T13:11:40.803973,589,terhidrasi
2025-11-12T13:11:40.804107,589,terhidrasi
2025-11-12T13:11:40.806659,589,terhidrasi
2025-11-12T13:11:40.907480,589,terhidrasi
2025-11-12T13:11:41.008213,589,terhidrasi
2025-11-12T13:11:41.108942,589,terhidrasi
2025-11-12T13:11:41.209796,589,terhidrasi
2025-11-12T13:11:41.310441,589,terhidrasi
2025-11-12T13:11:41.411181,589,terhidrasi
2025-11-12T13:11:41.511933,589,terhidrasi
2025-11-12T13:11:41.612873,589,terhidrasi
2025-11-12T13:11:41.713614,589,terhidrasi
2025-11-12T13:11:41.814323,589,terhidrasi
2025-11-12T13:11:41.915061,588,terhidrasi
2025-11-12T13:11:42.015759,588,terhidrasi
2025-11-12T13:11:42.117806,588,terhidrasi
2025-11-12T13:11:42.217885,588,terhidrasi
2025-11-12T13:11:42.318306,588,terhidrasi
2025-11-12T13:11:42.419016,589,terhidrasi
2025-11-12T13:11:42.519495,589,terhidrasi
2025-11-12T13:11:42.620560,589,terhidrasi
2025-11-12T13:11:42.721021,590,terhidrasi
2025-11-12T13:11:42.824375,590,terhidrasi
2025-11-12T13:11:42.922662,590,terhidrasi
2025-11-12T13:11:43.023601,591,terhidrasi
2025-11-12T13:11:43.124209,591,terhidrasi
2025-11-12T13:11:43.224854,591,terhidrasi
2025-11-12T13:11:43.325737,591,terhidrasi
2025-11-12T13:11:43.426300,592,terhidrasi
2025-11-12T13:11:43.527088,592,terhidrasi
2025-11-12T13:11:43.628312,592,terhidrasi
2025-11-12T13:11:43.728582,592,terhidrasi
2025-11-12T13:11:43.829595,592,terhidrasi
2025-11-12T13:11:43.930227,592,terhidrasi
2025-11-12T13:11:44.030793,592,terhidrasi
2025-11-12T13:11:44.131574,591,terhidrasi
2025-11-12T13:11:44.232543,591,terhidrasi
2025-11-12T13:11:44.337260,591,terhidrasi
2025-11-12T13:11:44.434059,590,terhidrasi
2025-11-12T13:11:44.534620,590,terhidrasi
2025-11-12T13:11:44.635546,590,terhidrasi
2025-11-12T13:11:44.736235,589,terhidrasi
2025-11-12T13:11:44.836975,590,terhidrasi
2025-11-12T13:11:44.941463,589,terhidrasi
2025-11-12T13:11:45.038384,589,terhidrasi
2025-11-12T13:11:45.139356,589,terhidrasi
2025-11-12T13:11:45.239929,589,terhidrasi
2025-11-12T13:11:45.340808,590,terhidrasi
2025-11-12T13:11:45.441402,590,terhidrasi
2025-11-12T13:11:45.542588,590,terhidrasi
