timestamp,gsr_value,label
2025-11-05T14:14:55.810526,547,dehidrasi
2025-11-05T14:14:55.810662,546,dehidrasi
2025-11-05T14:14:55.810781,546,dehidrasi
2025-11-05T14:14:55.810965,546,dehidrasi
2025-11-05T14:14:55.811081,546,dehidrasi
2025-11-05T14:14:55.815030,546,dehidrasi
2025-11-05T14:14:55.915860,546,dehidrasi
2025-11-05T14:14:56.016577,546,dehidrasi
2025-11-05T14:14:56.117304,546,dehidrasi
2025-11-05T14:14:56.218195,546,dehidrasi
2025-11-05T14:14:56.318857,546,dehidrasi
2025-11-05T14:14:56.419650,546,dehidrasi
2025-11-05T14:14:56.520355,546,dehidrasi
2025-11-05T14:14:56.621141,546,dehidrasi
2025-11-05T14:14:56.721908,546,dehidrasi
2025-11-05T14:14:56.822837,546,dehidrasi
2025-11-05T14:14:56.923448,546,dehidrasi
2025-11-05T14:14:57.024354,547,dehidrasi
2025-11-05T14:14:57.125093,547,dehidrasi
2025-11-05T14:14:57.225935,547,dehidrasi
2025-11-05T14:14:57.326345,547,dehidrasi
2025-11-05T14:14:57.427392,547,dehidrasi
2025-11-05T14:14:57.528046,547,dehidrasi
2025-11-05T14:14:57.629067,547,dehidrasi
2025-11-05T14:14:57.729420,547,dehidrasi
2025-11-05T14:14:57.830384,547,dehidrasi
2025-11-05T14:14:57.930828,547,dehidrasi
2025-11-05T14:14:58.031575,547,dehidrasi
2025-11-05T14:14:58.132687,547,dehidrasi
2025-11-05T14:14:58.233177,547,dehidrasi
2025-11-05T14:14:58.334060,547,dehidrasi
2025-11-05T14:14:58.435076,547,dehidrasi
2025-11-05T14:14:58.535460,547,dehidrasi
2025-11-05T14:14:58.636170,547,dehidrasi
2025-11-05T14:14:58.737148,547,dehidrasi
2025-11-05T14:14:58.838081,547,dehidrasi
2025-11-05T14:14:58.938486,547,dehidrasi
2025-11-05T14:14:59.039425,546,dehidrasi
2025-11-05T14:14:59.140406,546,dehidrasi
2025-11-05T14:14:59.240912,546,dehidrasi
2025-11-05T14:14:59.341427,546,dehidrasi
2025-11-05T14:14:59.442218,546,dehidrasi
2025-11-05T14:14:59.543231,547,dehidrasi
2025-11-05T14:14:59.643833,547,dehidrasi
2025-11-05T14:14:59.744513,547,dehidrasi
2025-11-05T14:14:59.845457,547,dehidrasi
2025-11-05T14:14:59.946387,547,dehidrasi
2025-11-05T14:15:00.046681,547,dehidrasi
2025-11-05T14:15:00.147502,547,dehidrasi
2025-11-05T14:15:00.248341,547,dehidrasi
2025-11-05T14:15:00.349198,546,dehidrasi
2025-11-05T14:15:00.450215,547,dehidrasi
2025-11-05T14:15:00.550532,547,dehidrasi
2025-11-05T14:15:00.651245,547,dehidrasi
2025-11-05T14:15:00.752107,547,dehidrasi
2025-11-05T14:15:00.852973,547,dehidrasi
2025-11-05T14:15:00.953563,547,dehidrasi
2025-11-05T14:15:01.054736,546,dehidrasi
2025-11-05T14:15:01.155257,546,dehidrasi
2025-11-05T14:15:01.255908,546,dehidrasi
2025-11-05T14:15:01.356635,545,dehidrasi
2025-11-05T14:15:01.457627,541,dehidrasi
2025-11-05T14:15:01.558444,543,dehidrasi
2025-11-05T14:15:01.658790,545,dehidrasi
2025-11-05T14:15:01.759674,545,dehidrasi
2025-11-05T14:15:01.860537,546,dehidrasi
2025-11-05T14:15:01.961602,545,dehidrasi
2025-11-05T14:15:02.061991,545,dehidrasi
2025-11-05T14:15:02.162688,545,dehidrasi
2025-11-05T14:15:02.263398,544,dehidrasi
2025-11-05T14:15:02.364664,546,dehidrasi
2025-11-05T14:15:02.464949,546,dehidrasi
2025-11-05T14:15:02.565776,546,dehidrasi
2025-11-05T14:15:02.666527,545,dehidrasi
2025-11-05T14:15:02.767696,545,dehidrasi
2025-11-05T14:15:02.867975,546,dehidrasi
2025-11-05T14:15:02.969090,546,dehidrasi
2025-11-05T14:15:03.069580,546,dehidrasi
2025-11-05T14:15:03.170386,545,dehidrasi
2025-11-05T14:15:03.271006,546,dehidrasi
2025-11-05T14:15:03.371666,546,dehidrasi
2025-11-05T14:15:03.472535,546,dehidrasi
2025-11-05T14:15:03.573517,546,dehidrasi
2025-11-05T14:15:03.673965,545,dehidrasi
2025-11-05T14:15:03.775060,545,dehidrasi
2025-11-05T14:15:03.875828,545,dehidrasi
2025-11-05T14:15:03.976508,545,dehidrasi
2025-11-05T14:15:04.076952,545,dehidrasi
2025-11-05T14:15:04.178103,545,dehidrasi
2025-11-05T14:15:04.278686,545,dehidrasi
2025-11-05T14:15:04.379521,545,dehidrasi
2025-11-05T14:15:04.479962,546,dehidrasi
2025-11-05T14:15:04.580891,546,dehidrasi
2025-11-05T14:15:04.681579,546,dehidrasi
2025-11-05T14:15:04.782685,546,dehidrasi
2025-11-05T14:15:04.882966,546,dehidrasi
2025-11-05T14:15:04.984083,546,dehidrasi
2025-11-05T14:15:05.084708,546,dehidrasi
2025-11-05T14:15:05.185610,546,dehidrasi
2025-11-05T14:15:05.286068,546,dehidrasi
2025-11-05T14:15:05.387027,546,dehidrasi
2025-11-05T14:15:05.487885,547,dehidrasi
2025-11-05T14:15:05.588785,547,dehidrasi
2025-11-05T14:15:05.689443,547,dehidrasi
2025-11-05T14:15:05.789961,547,dehidrasi
2025-11-05T14:15:05.890758,547,dehidrasi
2025-11-05T14:15:05.991533,546,dehidrasi
2025-11-05T14:15:06.092302,547,dehidrasi
2025-11-05T14:15:06.193034,546,dehidrasi
2025-11-05T14:15:06.293703,546,dehidrasi
2025-11-05T14:15:06.394519,546,dehidrasi
2025-11-05T14:15:06.495456,546,dehidrasi
2025-11-05T14:15:06.596237,546,dehidrasi
2025-11-05T14:15:06.696601,546,dehidrasi
2025-11-05T14:15:06.797369,546,dehidrasi
2025-11-05T14:15:06.898159,546,dehidrasi
2025-11-05T14:15:06.999144,546,dehidrasi
2025-11-05T14:15:07.099842,546,dehidrasi
2025-11-05T14:15:07.200696,547,dehidrasi
2025-11-05T14:15:07.301357,547,dehidrasi
2025-11-05T14:15:07.402212,547,dehidrasi
2025-11-05T14:15:07.502802,547,dehidrasi
2025-11-05T14:15:07.603488,547,dehidrasi
2025-11-05T14:15:07.704351,547,dehidrasi
2025-11-05T14:15:07.805162,547,dehidrasi
2025-11-05T14:15:07.905817,548,dehidrasi
2025-11-05T14:15:08.006557,548,dehidrasi
2025-11-05T14:15:08.107245,548,dehidrasi
2025-11-05T14:15:08.208068,548,dehidrasi
2025-11-05T14:15:08.309219,548,dehidrasi
2025-11-05T14:15:08.409726,548,dehidrasi
2025-11-05T14:15:08.510190,548,dehidrasi
2025-11-05T14:15:08.611231,548,dehidrasi
2025-11-05T14:15:08.711717,548,dehidrasi
2025-11-05T14:15:08.812806,548,dehidrasi
2025-11-05T14:15:08.913238,547,dehidrasi
2025-11-05T14:15:09.014035,547,dehidrasi
2025-11-05T14:15:09.115074,547,dehidrasi
2025-11-05T14:15:09.215628,547,dehidrasi
2025-11-05T14:15:09.316206,547,dehidrasi
2025-11-05T14:15:09.417201,548,dehidrasi
2025-11-05T14:15:09.518095,548,dehidrasi
2025-11-05T14:15:09.618547,548,dehidrasi
2025-11-05T14:15:09.719214,548,dehidrasi
2025-11-05T14:15:09.819957,548,dehidrasi
2025-11-05T14:15:09.920714,549,dehidrasi
2025-11-05T14:15:10.021687,549,dehidrasi
2025-11-05T14:15:10.122380,549,dehidrasi
2025-11-05T14:15:10.223166,549,dehidrasi
2025-11-05T14:15:10.323786,549,dehidrasi
2025-11-05T14:15:10.424784,549,dehidrasi
2025-11-05T14:15:10.525294,549,dehidrasi
2025-11-05T14:15:10.626206,549,dehidrasi
2025-11-05T14:15:10.727002,549,dehidrasi
2025-11-05T14:15:10.827632,549,dehidrasi
2025-11-05T14:15:10.928315,549,dehidrasi
2025-11-05T14:15:11.029187,549,dehidrasi
2025-11-05T14:15:11.129786,549,dehidrasi
2025-11-05T14:15:11.230774,549,dehidrasi
2025-11-05T14:15:11.331388,549,dehidrasi
2025-11-05T14:15:11.432262,549,dehidrasi
2025-11-05T14:15:11.532955,549,dehidrasi
2025-11-05T14:15:11.633719,548,dehidrasi
2025-11-05T14:15:11.734402,548,dehidrasi
2025-11-05T14:15:11.835327,548,dehidrasi
2025-11-05T14:15:11.935954,549,dehidrasi
2025-11-05T14:15:12.036741,549,dehidrasi
2025-11-05T14:15:12.137431,549,dehidrasi
2025-11-05T14:15:12.238214,549,dehidrasi
2025-11-05T14:15:12.338964,549,dehidrasi
2025-11-05T14:15:12.439694,550,dehidrasi
2025-11-05T14:15:12.540463,550,dehidrasi
2025-11-05T14:15:12.641306,550,dehidrasi
2025-11-05T14:15:12.741992,550,dehidrasi
2025-11-05T14:15:12.842821,550,dehidrasi
2025-11-05T14:15:12.943544,550,dehidrasi
2025-11-05T14:15:13.044222,549,dehidrasi
2025-11-05T14:15:13.144997,549,dehidrasi
2025-11-05T14:15:13.245752,549,dehidrasi
2025-11-05T14:15:13.346606,548,dehidrasi
2025-11-05T14:15:13.447270,549,dehidrasi
2025-11-05T14:15:13.548103,549,dehidrasi
2025-11-05T14:15:13.648754,549,dehidrasi
2025-11-05T14:15:13.749536,548,dehidrasi
2025-11-05T14:15:13.850299,548,dehidrasi
2025-11-05T14:15:13.951002,549,dehidrasi
2025-11-05T14:15:14.051713,549,dehidrasi
2025-11-05T14:15:14.152513,549,dehidrasi
2025-11-05T14:15:14.253311,549,dehidrasi
2025-11-05T14:15:14.354073,549,dehidrasi
2025-11-05T14:15:14.454871,549,dehidrasi
2025-11-05T14:15:14.555630,550,dehidrasi
2025-11-05T14:15:14.656274,550,dehidrasi
2025-11-05T14:15:14.757211,550,dehidrasi
2025-11-05T14:15:14.857896,550,dehidrasi
2025-11-05T14:15:14.958633,550,dehidrasi
2025-11-05T14:15:15.059330,551,dehidrasi
2025-11-05T14:15:15.160208,551,dehidrasi
2025-11-05T14:15:15.260768,550,dehidrasi
2025-11-05T14:15:15.361523,550,dehidrasi
2025-11-05T14:15:15.462416,550,dehidrasi
2025-11-05T14:15:15.563342,549,dehidrasi
2025-11-05T14:15:15.663807,550,dehidrasi
2025-11-05T14:15:15.764559,551,dehidrasi
2025-11-05T14:15:15.865444,551,dehidrasi
2025-11-05T14:15:15.966199,551,dehidrasi
2025-11-05T14:15:16.066920,550,dehidrasi
2025-11-05T14:15:16.167712,551,dehidrasi
2025-11-05T14:15:16.268427,550,dehidrasi
2025-11-05T14:15:16.369193,550,dehidrasi
2025-11-05T14:15:16.469936,550,dehidrasi
2025-11-05T14:15:16.570748,550,dehidrasi
2025-11-05T14:15:16.671461,550,dehidrasi
2025-11-05T14:15:16.772226,550,dehidrasi
2025-11-05T14:15:16.872912,549,dehidrasi
2025-11-05T14:15:16.973723,550,dehidrasi
2025-11-05T14:15:17.074441,552,dehidrasi
2025-11-05T14:15:17.175161,551,dehidrasi
2025-11-05T14:15:17.275957,551,dehidrasi
2025-11-05T14:15:17.376683,552,dehidrasi
2025-11-05T14:15:17.477475,552,dehidrasi
2025-11-05T14:15:17.578210,553,dehidrasi
2025-11-05T14:15:17.678912,551,dehidrasi
2025-11-05T14:15:17.779713,552,dehidrasi
2025-11-05T14:15:17.880538,552,dehidrasi
2025-11-05T14:15:17.981264,552,dehidrasi
2025-11-05T14:15:18.081993,552,dehidrasi
